Trying substitutions to: 8
with goodVertices 1, 2, 3, 5, 6, 7, 9, 10, 12, 13, 14
bad color to improve: 2  10  with index 39
bad color to improve: 2  14  with index 43
bad color to improve: 5  14  with index 79
3 bad colorings on level 1
Solved config  |2, 14| descendents: 
|3, 8, 10, 12, 15 |---| 4, 6, 8, 11, 15|
|4, 4, 3, 3|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|8, 13, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 8, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 8, 13|---> |1, 5| possibles  |3, 4|
|4, 6, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 8, 13|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 8, 13|---> |1, 5| possibles  |3, 4|
|6, 6, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 8, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 15, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 8, 13|---> |2, 5| possibles  |3, 8|
|8, 11, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 8, 13|---> |2, 5| possibles  |3, 8|
|11, 11, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|11, 15, 8, 13|---> |5, 9| possibles  |4, 7, 8|
|15, 15, 8, 13|---> |1, 5| possibles  |3, 4|
|3, 3, 8, 15|---> |1, 2| possibles  |3, 15|
|3, 4, 8, 15|---> |1, 2| possibles  |3, 15|
|3, 7, 8, 15|---> |2, 5| possibles  |3, 8|
|3, 8, 8, 15|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|3, 13, 8, 15|---> |2, 5| possibles  |3, 8|
|4, 4, 8, 15|---> |1, 2| possibles  |3, 15|
|4, 7, 8, 15|---> |2, 5| possibles  |3, 8|
|4, 8, 8, 15|---> |2, 5| possibles  |3, 8|
|4, 13, 8, 15|---> |2, 5| possibles  |3, 8|
|7, 7, 8, 15|---> |2, 5| possibles  |3, 8|
|7, 8, 8, 15|---> |2, 5| possibles  |3, 8|
|7, 13, 8, 15|---> |2, 5| possibles  |3, 8|
|8, 8, 8, 15|---> |2, 2| possibles  |3, 8, 10, 12, 15|
|8, 13, 8, 15|---> |2, 5| possibles  |3, 8|
|13, 13, 8, 15|---> |2, 5| possibles  |3, 8|
|3, 3, 11, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 4, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 7, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 11, 11|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 11, 11|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 11, 11|---> |5, 9| possibles  |4, 7, 8|
|3, 3, 11, 15|---> |2, 9| possibles  |8, 12, 15|
|3, 4, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|3, 7, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|3, 8, 11, 15|---> |2, 9| possibles  |8, 12, 15|
|3, 13, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 7, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 13, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|7, 7, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|7, 8, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|7, 13, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|8, 8, 11, 15|---> |2, 9| possibles  |8, 12, 15|
|8, 13, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|13, 13, 11, 15|---> |5, 9| possibles  |4, 7, 8|
|4, 4, 13, 13|---> |1, 5| possibles  |3, 4|
|4, 6, 13, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 8, 13, 13|---> |5, 5| possibles  |3, 4, 7, 8, 13|
|4, 11, 13, 13|---> |5, 9| possibles  |4, 7, 8|
|4, 15, 13, 13|---> |1, 5| possibles  |3, 4|
|6, 6, 13, 13|---> |3, 12| possibles  |2, 6|
|6, 8, 13, 13|---> |5, 9| possibles  |4, 7, 8|
|6, 11, 13, 13|---> |3, 12| possibles  |2, 6|
|6, 15, 13, 13|---> |3, 12| possibles  |2, 6|
|8, 8, 13, 13|---> |2, 5| possibles  |3, 8|
|8, 11, 13, 13|---> |5, 9| possibles  |4, 7, 8|
|8, 15, 13, 13|---> |2, 5| possibles  |3, 8|
|11, 11, 13, 13|---> |3, 12| possibles  |2, 6|
|11, 15, 13, 13|---> |3, 12| possibles  |2, 6|
|15, 15, 13, 13|---> |1, 5| possibles  |3, 4|
|3, 3, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 4, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|3, 7, 15, 15|---> |1, 5| possibles  |3, 4|
|3, 8, 15, 15|---> |1, 2| possibles  |3, 15|
|3, 13, 15, 15|---> |1, 5| possibles  |3, 4|
|4, 4, 15, 15|---> |1, 1| possibles  |0, 3, 4, 9, 15|
|4, 7, 15, 15|---> |1, 5| possibles  |3, 4|
|4, 8, 15, 15|---> |1, 5| possibles  |3, 4|
|4, 13, 15, 15|---> |1, 5| possibles  |3, 4|
|7, 7, 15, 15|---> |1, 5| possibles  |3, 4|
|7, 8, 15, 15|---> |1, 5| possibles  |3, 4|
|7, 13, 15, 15|---> |1, 5| possibles  |3, 4|
|8, 8, 15, 15|---> |1, 2| possibles  |3, 15|
|8, 13, 15, 15|---> |1, 5| possibles  |3, 4|
|13, 13, 15, 15|---> |1, 5| possibles  |3, 4|
+++++++++++++++++++++++++++++++++++++++
bad coloring on level 2  |3, 15, 0, 8|
bad coloring on level 2  |8, 10, 0, 8|
bad coloring on level 2  |8, 10, 2, 4|
bad coloring on level 2  |8, 10, 2, 6|
bad coloring on level 2  |3, 15, 2, 8|
bad coloring on level 2  |8, 10, 2, 8|
bad coloring on level 2  |3, 15, 2, 11|
bad coloring on level 2  |8, 10, 2, 11|
bad coloring on level 2  |3, 15, 2, 15|
bad coloring on level 2  |8, 10, 2, 15|
bad coloring on level 2  |0, 8, 3, 15|
bad coloring on level 2  |2, 8, 3, 15|
bad coloring on level 2  |2, 11, 3, 15|
bad coloring on level 2  |2, 15, 3, 15|
bad coloring on level 2  |0, 8, 8, 10|
bad coloring on level 2  |2, 4, 8, 10|
bad coloring on level 2  |2, 6, 8, 10|
bad coloring on level 2  |2, 8, 8, 10|
bad coloring on level 2  |2, 11, 8, 10|
bad coloring on level 2  |2, 15, 8, 10|

20 bad colorings on level 2
